Ідентифікатор тендера;Кіль-ть лотів
UA-2016-05-20-000265-b;7
UA-2016-05-20-000268-a;1
UA-2016-05-20-000268-b;2
UA-2016-05-20-000287-b;1
UA-2016-05-20-000295-b;1
UA-2016-05-20-000301-b;1
UA-2016-05-20-000326-a;5
UA-2016-05-20-000334-b;1
UA-2016-05-20-000340-b;1
UA-2016-05-20-000341-b;1
UA-2016-05-20-000351-b;1
UA-2016-05-20-000362-b;1
UA-2016-05-20-000383-b;2
UA-2016-05-20-000388-b;1
UA-2016-05-20-000397-b;2
UA-2016-05-21-000004-c;1
UA-2016-05-21-000005-a;1
UA-2016-05-21-000005-c;1
UA-2016-05-21-000006-c;1
UA-2016-05-21-000007-c;1
UA-2016-05-21-000008-c;1
UA-2016-05-21-000009-c;1
UA-2016-05-21-000010-c;1
UA-2016-05-21-000011-c;1
UA-2016-05-21-000012-c;1
UA-2016-05-21-000013-b;1
UA-2016-05-21-000013-c;1
UA-2016-05-21-000014-b;1
UA-2016-05-21-000014-c;1
UA-2016-05-21-000015-b;1
UA-2016-05-21-000015-c;1
UA-2016-05-21-000016-b;1
UA-2016-05-21-000016-c;1
UA-2016-05-21-000017-b;1
UA-2016-05-21-000017-c;1
UA-2016-05-21-000018-b;1
UA-2016-05-21-000018-c;1
UA-2016-05-23-000011-a;13
UA-2016-05-23-000014-c;1
UA-2016-05-23-000021-b;5
UA-2016-05-23-000058-c;1
UA-2016-05-23-000069-b;4
UA-2016-05-23-000070-c;1
UA-2016-05-23-000075-c;1
UA-2016-05-23-000082-c;1
UA-2016-05-23-000095-c;1
UA-2016-05-23-000096-a;1
UA-2016-05-23-000096-c;1
UA-2016-05-23-000109-a;1
UA-2016-05-23-000116-a;1
UA-2016-05-23-000139-a;1
UA-2016-05-23-000143-b;1
UA-2016-05-23-000147-a;1
UA-2016-05-23-000334-b;1
UA-2016-05-23-000433-b;1
UA-2016-05-23-000450-b;1
UA-2016-05-23-000508-b;1
UA-2016-05-23-000513-b;1
UA-2016-05-23-000515-b;1
UA-2016-05-23-000522-b;1
UA-2016-05-23-000579-b;1
UA-2016-05-23-000587-b;1
UA-2016-05-23-000611-b;1
UA-2016-05-23-000613-b;1
UA-2016-05-23-000614-b;1
UA-2016-05-23-000617-b;1
UA-2016-05-23-000618-b;1
UA-2016-05-23-000621-b;3
UA-2016-05-23-000625-b;1
UA-2016-05-24-000006-b;2
UA-2016-05-24-000010-a;1
UA-2016-05-24-000037-c;2
UA-2016-05-24-000038-b;1
UA-2016-05-24-000038-c;1
UA-2016-05-24-000039-c;1
UA-2016-05-24-000056-c;1
UA-2016-05-24-000058-c;1
UA-2016-05-24-000060-a;1
UA-2016-05-24-000067-c;1
UA-2016-05-24-000069-c;1
UA-2016-05-24-000071-c;1
UA-2016-05-24-000076-b;1
UA-2016-05-24-000079-c;1
UA-2016-05-24-000083-c;1
UA-2016-05-24-000090-c;1
UA-2016-05-24-000102-b;1
UA-2016-05-24-000127-c;1
UA-2016-05-24-000136-c;1
UA-2016-05-24-000146-a;1
UA-2016-05-24-000150-b;1
UA-2016-05-24-000157-a;1
UA-2016-05-24-000197-b;1
UA-2016-05-24-000199-b;1
UA-2016-05-24-000203-b;2
UA-2016-05-24-000205-a;1
UA-2016-05-24-000207-b;1
UA-2016-05-24-000213-a;1
UA-2016-05-24-000223-a;1
UA-2016-05-24-000229-b;1
UA-2016-05-24-000237-a;1
UA-2016-05-24-000245-a;1
UA-2016-05-24-000254-a;1
UA-2016-05-24-000260-a;1
UA-2016-05-24-000261-b;2
UA-2016-05-24-000263-b;1
UA-2016-05-24-000267-a;1
UA-2016-05-24-000270-a;1
UA-2016-05-24-000275-b;1
UA-2016-05-24-000278-a;1
UA-2016-05-24-000296-b;1
UA-2016-05-24-000310-b;1
UA-2016-05-24-000312-b;1
UA-2016-05-24-000313-a;1
UA-2016-05-24-000318-a;1
UA-2016-05-24-000339-a;1
UA-2016-05-24-000354-b;1
UA-2016-05-24-000375-b;1
UA-2016-05-24-000396-a;1
UA-2016-05-24-000451-b;1
UA-2016-05-24-000458-b;1
UA-2016-05-24-000460-b;1
UA-2016-05-24-000467-b;1
UA-2016-05-24-000468-b;1
UA-2016-05-24-000475-b;1
UA-2016-05-24-000479-b;3
UA-2016-05-24-000486-b;1
UA-2016-05-25-000016-b;1
UA-2016-05-25-000023-b;1
UA-2016-05-25-000027-b;1
UA-2016-05-25-000028-b;1
UA-2016-05-25-000033-c;4
UA-2016-05-25-000036-b;1
UA-2016-05-25-000043-a;1
UA-2016-05-25-000051-b;1
UA-2016-05-25-000051-c;1
UA-2016-05-25-000053-b;1
UA-2016-05-25-000059-b;1
UA-2016-05-25-000060-a;1
UA-2016-05-25-000062-b;1
UA-2016-05-25-000068-b;1
UA-2016-05-25-000085-c;1
UA-2016-05-25-000086-b;1
UA-2016-05-25-000088-b;1
UA-2016-05-25-000089-b;1
UA-2016-05-25-000097-b;1
UA-2016-05-25-000102-b;1
UA-2016-05-25-000107-b;1
UA-2016-05-25-000108-b;1
UA-2016-05-25-000110-c;1
UA-2016-05-25-000119-a;1
UA-2016-05-25-000164-c;3
UA-2016-05-25-000171-a;1
UA-2016-05-25-000184-a;1
UA-2016-05-25-000185-a;1
UA-2016-05-25-000193-a;1
UA-2016-05-25-000199-a;1
UA-2016-05-25-000210-a;1
UA-2016-05-25-000210-c;1
UA-2016-05-25-000225-c;1
UA-2016-05-25-000229-a;1
UA-2016-05-25-000248-c;1
UA-2016-05-25-000253-a;1
UA-2016-05-25-000255-a;1
UA-2016-05-25-000260-c;1
UA-2016-05-25-000264-a;1
UA-2016-05-25-000265-a;1
UA-2016-05-25-000268-c;1
UA-2016-05-25-000277-c;1
UA-2016-05-25-000284-c;1
UA-2016-05-25-000293-c;1
UA-2016-05-25-000345-c;1
UA-2016-05-25-000378-c;1
UA-2016-05-25-000419-c;5
UA-2016-05-25-000436-c;1
UA-2016-05-25-000440-c;1
UA-2016-05-25-000453-c;1
UA-2016-05-25-000476-c;1
UA-2016-05-25-000481-c;1
UA-2016-05-25-000505-c;1
UA-2016-05-25-000533-c;1
UA-2016-05-25-000573-c;1
UA-2016-05-25-000576-c;1
UA-2016-05-25-000597-c;1
UA-2016-05-25-000598-c;1
UA-2016-05-26-000009-a;1
UA-2016-05-26-000010-b;1
UA-2016-05-26-000014-b;1
UA-2016-05-26-000015-b;1
UA-2016-05-26-000019-c;1
UA-2016-05-26-000020-b;1
UA-2016-05-26-000026-b;1
UA-2016-05-26-000038-c;1
UA-2016-05-26-000039-c;1
UA-2016-05-26-000040-c;1
UA-2016-05-26-000048-c;1
UA-2016-05-26-000051-b;1
UA-2016-05-26-000060-a;1
UA-2016-05-26-000070-b;1
UA-2016-05-26-000071-b;1
UA-2016-05-26-000076-b;1
UA-2016-05-26-000078-a;1
UA-2016-05-26-000083-a;1
UA-2016-05-26-000102-c;5
UA-2016-05-26-000103-a;1
UA-2016-05-26-000103-c;1
UA-2016-05-26-000104-a;1
UA-2016-05-26-000105-a;1
UA-2016-05-26-000129-a;1
UA-2016-05-26-000129-b;1
UA-2016-05-26-000130-a;4
UA-2016-05-26-000131-a;6
UA-2016-05-26-000141-c;1
UA-2016-05-26-000144-b;5
UA-2016-05-26-000145-b;6
UA-2016-05-26-000146-b;2
UA-2016-05-26-000150-b;1
UA-2016-05-26-000177-c;1
UA-2016-05-26-000197-c;1
UA-2016-05-26-000210-c;1
UA-2016-05-26-000249-c;1
UA-2016-05-26-000254-c;1
UA-2016-05-26-000256-c;3
UA-2016-05-26-000277-c;1
UA-2016-05-26-000286-c;1
UA-2016-05-26-000298-c;1
UA-2016-05-26-000304-c;1
UA-2016-05-26-000358-c;1
UA-2016-05-26-000392-c;1
UA-2016-05-26-000439-c;1
UA-2016-05-26-000447-c;1
UA-2016-05-26-000449-c;1
UA-2016-05-26-000454-c;1
UA-2016-05-26-000531-c;6
UA-2016-05-26-000549-c;1
UA-2016-05-26-000564-c;1
UA-2016-05-26-000661-c;1
UA-2016-05-26-000668-c;1
UA-2016-05-26-000676-c;1
UA-2016-05-26-000677-c;1
UA-2016-05-26-000678-c;1
UA-2016-05-27-000007-a;1
UA-2016-05-27-000010-a;1
UA-2016-05-27-000020-b;1
UA-2016-05-27-000022-b;1
UA-2016-05-27-000034-a;1
UA-2016-05-27-000034-b;1
UA-2016-05-27-000048-a;1
UA-2016-05-27-000048-b;1
UA-2016-05-27-000068-c;1
UA-2016-05-27-000070-b;1
UA-2016-05-27-000081-a;1
UA-2016-05-27-000084-a;1
UA-2016-05-27-000088-b;1
UA-2016-05-27-000092-b;1
UA-2016-05-27-000093-c;1
UA-2016-05-27-000095-a;1
UA-2016-05-27-000095-b;1
UA-2016-05-27-000106-b;1
UA-2016-05-27-000108-b;1
UA-2016-05-27-000113-b;1
UA-2016-05-27-000114-b;1
UA-2016-05-27-000115-b;1
UA-2016-05-27-000118-b;1
UA-2016-05-27-000118-c;1
UA-2016-05-27-000120-c;1
UA-2016-05-27-000121-b;1
UA-2016-05-27-000146-c;1
UA-2016-05-27-000190-c;1
UA-2016-05-27-000223-c;3
UA-2016-05-27-000233-c;1
UA-2016-05-27-000255-c;1
UA-2016-05-27-000263-c;1
UA-2016-05-27-000281-c;3
UA-2016-05-27-000282-c;2
UA-2016-05-27-000353-c;4
UA-2016-05-27-000407-c;1
UA-2016-05-27-000441-c;1
UA-2016-05-27-000442-c;1
UA-2016-05-27-000460-c;3
UA-2016-05-27-000471-c;1
UA-2016-05-27-000530-c;1
UA-2016-05-27-000574-c;1
UA-2016-05-27-000587-c;1
UA-2016-05-27-000602-c;1
UA-2016-05-27-000603-c;1
UA-2016-05-30-000010-a;1
UA-2016-05-30-000011-b;1
UA-2016-05-30-000017-b;2
UA-2016-05-30-000020-c;1
UA-2016-05-30-000026-c;1
UA-2016-05-30-000072-a;1
UA-2016-05-30-000073-b;1
UA-2016-05-30-000080-b;1
UA-2016-05-30-000099-c;1
UA-2016-05-30-000101-b;1
UA-2016-05-30-000107-b;1
UA-2016-05-30-000108-c;1
UA-2016-05-30-000111-b;3
UA-2016-05-30-000115-a;1
UA-2016-05-30-000123-a;1
UA-2016-05-30-000127-a;1
UA-2016-05-30-000129-a;1
UA-2016-05-30-000132-a;3
UA-2016-05-30-000139-a;1
UA-2016-05-30-000140-b;1
UA-2016-05-30-000141-a;1
UA-2016-05-30-000144-a;1
UA-2016-05-30-000148-b;1
UA-2016-05-30-000150-a;1
UA-2016-05-30-000150-b;1
UA-2016-05-30-000157-b;1
UA-2016-05-30-000172-b;1
UA-2016-05-30-000359-c;1
UA-2016-05-30-000394-c;1
UA-2016-05-30-000414-c;1
UA-2016-05-30-000421-c;1
UA-2016-05-30-000424-c;1
UA-2016-05-30-000435-c;1
UA-2016-05-30-000465-c;1
UA-2016-05-30-000506-c;1
UA-2016-05-30-000573-c;1
UA-2016-05-31-000022-b;1
UA-2016-05-31-000023-b;1
UA-2016-05-31-000029-c;1
UA-2016-05-31-000055-b;1
UA-2016-05-31-000070-b;1
UA-2016-05-31-000080-b;1
UA-2016-05-31-000082-b;1
UA-2016-05-31-000083-b;1
UA-2016-05-31-000087-c;1
UA-2016-05-31-000097-c;1
UA-2016-05-31-000098-b;1
UA-2016-05-31-000108-c;1
UA-2016-05-31-000109-b;1
UA-2016-05-31-000109-c;1
UA-2016-05-31-000114-b;1
UA-2016-05-31-000128-c;1
UA-2016-05-31-000146-b;1
UA-2016-05-31-000166-c;4
UA-2016-05-31-000180-a;1
UA-2016-05-31-000188-c;1
UA-2016-05-31-000192-a;1
UA-2016-05-31-000194-a;1
UA-2016-05-31-000195-c;1
UA-2016-05-31-000196-c;1
UA-2016-05-31-000210-c;1
UA-2016-05-31-000216-c;1
UA-2016-05-31-000220-a;1
UA-2016-05-31-000246-c;1
UA-2016-05-31-000250-c;1
UA-2016-05-31-000277-c;7
UA-2016-05-31-000279-a;1
UA-2016-05-31-000284-c;1
UA-2016-05-31-000287-c;1
UA-2016-05-31-000290-c;1
UA-2016-05-31-000320-c;1
UA-2016-05-31-000339-a;2
UA-2016-05-31-000339-c;1
UA-2016-05-31-000344-c;1
UA-2016-05-31-000352-c;1
UA-2016-05-31-000373-a;1
UA-2016-05-31-000383-a;1
UA-2016-05-31-000385-a;6
UA-2016-05-31-000388-a;1
UA-2016-05-31-000401-c;1
UA-2016-05-31-000411-c;1
UA-2016-05-31-000417-c;1
UA-2016-05-31-000446-c;1
UA-2016-05-31-000464-c;1
UA-2016-05-31-000468-c;1
UA-2016-06-01-000002-b;1
UA-2016-06-01-000004-a;1
UA-2016-06-01-000004-b;1
UA-2016-06-01-000005-a;1
UA-2016-06-01-000005-c;1
UA-2016-06-01-000008-a;1
UA-2016-06-01-000014-b;1
UA-2016-06-01-000016-a;1
UA-2016-06-01-000025-b;2
UA-2016-06-01-000026-b;1
UA-2016-06-01-000027-c;1
UA-2016-06-01-000028-b;1
UA-2016-06-01-000030-b;1
UA-2016-06-01-000032-b;1
UA-2016-06-01-000034-b;52
UA-2016-06-01-000039-b;1
UA-2016-06-01-000043-a;1
UA-2016-06-01-000047-b;1
UA-2016-06-01-000047-c;1
UA-2016-06-01-000049-a;1
UA-2016-06-01-000052-c;1
UA-2016-06-01-000054-c;1
UA-2016-06-01-000056-b;1
UA-2016-06-01-000062-c;1
UA-2016-06-01-000072-b;1
UA-2016-06-01-000081-b;1
UA-2016-06-01-000083-a;1
UA-2016-06-01-000088-b;12
UA-2016-06-01-000089-a;1
UA-2016-06-01-000094-b;1
UA-2016-06-01-000098-a;1
UA-2016-06-01-000100-a;1
UA-2016-06-01-000100-b;1
UA-2016-06-01-000102-a;1
UA-2016-06-01-000102-b;1
UA-2016-06-01-000103-b;1
UA-2016-06-01-000103-c;1
UA-2016-06-01-000104-b;1
UA-2016-06-01-000105-b;2
UA-2016-06-01-000109-a;1
UA-2016-06-01-000114-a;3
UA-2016-06-01-000118-b;2
UA-2016-06-01-000120-a;1
UA-2016-06-01-000129-c;1
UA-2016-06-01-000131-a;1
UA-2016-06-01-000131-b;1
UA-2016-06-01-000132-a;1
UA-2016-06-01-000133-a;1
UA-2016-06-01-000134-a;1
UA-2016-06-01-000135-a;1
UA-2016-06-01-000136-a;1
UA-2016-06-01-000137-a;3
UA-2016-06-01-000138-a;1
UA-2016-06-01-000139-a;1
UA-2016-06-01-000148-a;1
UA-2016-06-01-000166-a;1
UA-2016-06-01-000166-c;1
UA-2016-06-01-000177-a;2
UA-2016-06-01-000177-c;1
UA-2016-06-01-000178-a;1
UA-2016-06-01-000179-a;1
UA-2016-06-01-000181-a;1
UA-2016-06-01-000182-a;1
UA-2016-06-01-000212-c;1
UA-2016-06-01-000223-c;1
UA-2016-06-01-000234-c;1
UA-2016-06-01-000235-c;1
UA-2016-06-01-000283-c;1
UA-2016-06-01-000292-c;2
UA-2016-06-01-000348-c;1
UA-2016-06-01-000370-c;2
UA-2016-06-01-000379-c;1
UA-2016-06-01-000442-c;1
UA-2016-06-01-000461-c;4
UA-2016-06-01-000466-c;1
UA-2016-06-01-000470-c;1
UA-2016-06-01-000496-c;1
UA-2016-06-01-000498-c;1
UA-2016-06-01-000502-c;1
UA-2016-06-01-000522-c;1
UA-2016-06-01-000524-c;1
UA-2016-06-01-000539-c;1
UA-2016-06-01-000541-c;1
UA-2016-06-01-000560-c;7
UA-2016-06-01-000597-c;1
UA-2016-06-01-000646-c;1
UA-2016-06-01-000649-c;2
UA-2016-06-01-000655-c;1
UA-2016-06-01-000657-c;1
UA-2016-06-01-000658-c;1
UA-2016-06-01-000678-c;1
UA-2016-06-02-000016-c;1
UA-2016-06-02-000019-a;1
UA-2016-06-02-000021-a;1
UA-2016-06-02-000023-c;1
UA-2016-06-02-000025-c;1
UA-2016-06-02-000039-b;1
UA-2016-06-02-000040-a;1
UA-2016-06-02-000047-c;1
UA-2016-06-02-000057-a;1
UA-2016-06-02-000062-a;1
UA-2016-06-02-000064-a;1
UA-2016-06-02-000074-b;1
UA-2016-06-02-000078-a;1
UA-2016-06-02-000081-b;1
UA-2016-06-02-000083-c;1
UA-2016-06-02-000086-b;1
UA-2016-06-02-000087-b;1
UA-2016-06-02-000102-a;8
UA-2016-06-02-000107-b;1
UA-2016-06-02-000107-c;1
UA-2016-06-02-000111-a;1
UA-2016-06-02-000113-c;1
UA-2016-06-02-000122-a;2
UA-2016-06-02-000123-b;1
UA-2016-06-02-000129-a;1
UA-2016-06-02-000132-b;1
UA-2016-06-02-000134-a;1
UA-2016-06-02-000136-a;1
UA-2016-06-02-000141-a;1
UA-2016-06-02-000141-c;1
UA-2016-06-02-000144-b;1
UA-2016-06-02-000148-a;1
UA-2016-06-02-000149-b;2
UA-2016-06-02-000149-c;1
UA-2016-06-02-000156-b;1
UA-2016-06-02-000158-a;1
UA-2016-06-02-000158-b;4
UA-2016-06-02-000162-b;3
UA-2016-06-02-000162-c;1
UA-2016-06-02-000223-c;1
UA-2016-06-02-000345-c;1
UA-2016-06-02-000356-c;1
UA-2016-06-02-000381-c;2
UA-2016-06-02-000489-c;1
UA-2016-06-02-000515-c;2
UA-2016-06-02-000522-c;1
UA-2016-06-02-000533-c;1
UA-2016-06-02-000561-c;1
UA-2016-06-02-000570-c;1
UA-2016-06-02-000572-c;1
UA-2016-06-02-000594-c;1
UA-2016-06-02-000631-c;1
UA-2016-06-02-000655-c;1
UA-2016-06-02-000672-c;1
UA-2016-06-02-000733-c;2
UA-2016-06-02-000753-c;1
UA-2016-06-03-000002-b;1
UA-2016-06-03-000003-c;1
UA-2016-06-03-000005-c;1
UA-2016-06-03-000006-b;1
UA-2016-06-03-000007-b;3
UA-2016-06-03-000013-b;1
UA-2016-06-03-000013-c;1
UA-2016-06-03-000031-b;1
UA-2016-06-03-000035-b;1
UA-2016-06-03-000043-a;1
UA-2016-06-03-000044-a;1
UA-2016-06-03-000045-c;1
UA-2016-06-03-000046-b;1
UA-2016-06-03-000072-b;1
UA-2016-06-03-000099-b;1
UA-2016-06-03-000100-c;1
UA-2016-06-03-000102-b;1
UA-2016-06-03-000108-b;1
UA-2016-06-03-000114-b;1
UA-2016-06-03-000119-a;1
UA-2016-06-03-000125-b;1
UA-2016-06-03-000125-c;1
UA-2016-06-03-000127-b;1
UA-2016-06-03-000127-c;1
UA-2016-06-03-000132-c;1
UA-2016-06-03-000136-c;1
UA-2016-06-03-000138-c;1
UA-2016-06-03-000144-b;13
UA-2016-06-03-000149-a;1
UA-2016-06-03-000149-b;1
UA-2016-06-03-000155-b;1
UA-2016-06-03-000161-c;1
UA-2016-06-03-000181-b;1
UA-2016-06-03-000183-b;1
UA-2016-06-03-000185-b;1
UA-2016-06-03-000191-c;1
UA-2016-06-03-000199-a;4
UA-2016-06-03-000202-a;1
UA-2016-06-03-000216-c;1
UA-2016-06-03-000217-a;1
UA-2016-06-03-000218-a;1
UA-2016-06-03-000218-c;1
UA-2016-06-03-000219-a;1
UA-2016-06-03-000220-c;1
UA-2016-06-03-000222-c;1
UA-2016-06-03-000224-a;1
UA-2016-06-03-000224-c;1
UA-2016-06-03-000237-a;1
UA-2016-06-03-000242-c;1
UA-2016-06-03-000245-c;1
UA-2016-06-03-000253-c;1
UA-2016-06-03-000258-a;1
UA-2016-06-03-000259-a;1
UA-2016-06-03-000259-b;1
UA-2016-06-03-000261-b;1
UA-2016-06-03-000262-b;1
UA-2016-06-03-000263-a;1
UA-2016-06-03-000263-b;1
UA-2016-06-03-000268-c;1
UA-2016-06-03-000270-a;1
UA-2016-06-03-000271-a;1
UA-2016-06-03-000274-a;1
UA-2016-06-03-000282-a;1
UA-2016-06-03-000285-a;1
UA-2016-06-03-000288-a;1
UA-2016-06-03-000289-a;1
UA-2016-06-03-000290-a;1
UA-2016-06-03-000291-a;1
UA-2016-06-03-000319-c;1
UA-2016-06-03-000325-c;1
UA-2016-06-03-000329-c;1
UA-2016-06-03-000331-c;1
UA-2016-06-03-000337-c;1
UA-2016-06-03-000338-c;1
UA-2016-06-03-000353-c;1
UA-2016-06-03-000377-c;1
UA-2016-06-03-000394-c;1
UA-2016-06-03-000405-c;1
UA-2016-06-03-000406-c;1
UA-2016-06-03-000410-c;1
UA-2016-06-03-000413-c;1
UA-2016-06-03-000464-c;1
UA-2016-06-03-000466-c;1
UA-2016-06-03-000493-c;1
UA-2016-06-06-000011-b;1
UA-2016-06-06-000015-b;1
UA-2016-06-06-000018-b;1
UA-2016-06-06-000024-b;1
UA-2016-06-06-000025-b;1
UA-2016-06-06-000026-a;1
UA-2016-06-06-000035-a;1
UA-2016-06-06-000045-b;1
UA-2016-06-06-000091-b;1
UA-2016-06-06-000103-b;1
UA-2016-06-06-000105-b;1
UA-2016-06-06-000109-b;1
UA-2016-06-06-000112-b;1
UA-2016-06-06-000113-b;1
UA-2016-06-06-000123-c;1
UA-2016-06-06-000136-a;1
UA-2016-06-06-000151-b;1
UA-2016-06-06-000153-c;1
UA-2016-06-06-000155-b;1
UA-2016-06-06-000159-c;1
UA-2016-06-06-000160-b;1
UA-2016-06-06-000172-a;1
UA-2016-06-06-000182-c;3
UA-2016-06-06-000193-c;3
UA-2016-06-06-000235-c;1
UA-2016-06-06-000246-a;1
UA-2016-06-06-000272-a;3
UA-2016-06-06-000273-c;1
UA-2016-06-06-000276-c;1
UA-2016-06-06-000280-c;1
UA-2016-06-06-000281-c;1
UA-2016-06-06-000282-c;1
UA-2016-06-06-000289-a;1
UA-2016-06-06-000302-a;1
UA-2016-06-06-000304-a;1
UA-2016-06-06-000339-a;1
UA-2016-06-06-000341-c;1
UA-2016-06-06-000343-a;1
UA-2016-06-06-000344-a;1
UA-2016-06-06-000345-c;10
UA-2016-06-06-000361-c;2
UA-2016-06-06-000365-c;2
UA-2016-06-06-000370-a;1
UA-2016-06-06-000376-c;1
UA-2016-06-06-000387-c;1
UA-2016-06-06-000405-a;2
UA-2016-06-06-000410-c;1
UA-2016-06-06-000416-c;1
UA-2016-06-06-000419-a;1
UA-2016-06-07-000002-b;1
UA-2016-06-07-000005-a;1
UA-2016-06-07-000007-a;1
UA-2016-06-07-000015-a;1
UA-2016-06-07-000015-b;1
UA-2016-06-07-000023-a;2
UA-2016-06-07-000034-c;1
UA-2016-06-07-000036-c;1
UA-2016-06-07-000043-b;1
UA-2016-06-07-000045-a;1
UA-2016-06-07-000052-b;7
UA-2016-06-07-000054-b;1
UA-2016-06-07-000056-b;1
UA-2016-06-07-000080-b;5
UA-2016-06-07-000093-b;1
UA-2016-06-07-000099-b;1
UA-2016-06-07-000099-c;1
UA-2016-06-07-000100-a;1
UA-2016-06-07-000100-b;1
UA-2016-06-07-000101-b;1
UA-2016-06-07-000102-b;1
UA-2016-06-07-000113-b;1
UA-2016-06-07-000126-c;1
UA-2016-06-07-000127-a;1
UA-2016-06-07-000127-b;1
UA-2016-06-07-000154-c;1
UA-2016-06-07-000163-a;1
UA-2016-06-07-000181-b;1
UA-2016-06-07-000185-b;1
UA-2016-06-07-000185-c;1
UA-2016-06-07-000196-a;1
UA-2016-06-07-000206-c;1
UA-2016-06-07-000235-a;1
UA-2016-06-07-000246-a;1
UA-2016-06-07-000253-c;2
UA-2016-06-07-000274-c;2
UA-2016-06-07-000280-a;1
UA-2016-06-07-000287-a;1
UA-2016-06-07-000302-a;4
UA-2016-06-07-000303-c;1
UA-2016-06-07-000309-a;1
UA-2016-06-07-000319-c;1
UA-2016-06-07-000325-c;1
UA-2016-06-07-000332-a;4
UA-2016-06-07-000337-a;1
UA-2016-06-07-000337-c;1
UA-2016-06-07-000339-c;1
UA-2016-06-07-000343-c;1
UA-2016-06-07-000344-a;1
UA-2016-06-07-000354-c;1
UA-2016-06-07-000356-a;1
UA-2016-06-07-000362-c;8
UA-2016-06-07-000387-a;1
UA-2016-06-07-000414-c;1
UA-2016-06-07-000418-c;1
UA-2016-06-07-000431-c;1
UA-2016-06-07-000443-c;1
UA-2016-06-07-000449-a;1
UA-2016-06-07-000451-c;1
UA-2016-06-07-000455-c;1
UA-2016-06-07-000457-c;1
UA-2016-06-07-000461-a;1
UA-2016-06-07-000468-c;1
UA-2016-06-07-000472-c;1
UA-2016-06-07-000477-c;1
UA-2016-06-07-000483-c;1
UA-2016-06-07-000505-c;1
UA-2016-06-07-000523-c;1
UA-2016-06-07-000525-c;1
UA-2016-06-07-000539-c;1
UA-2016-06-08-000001-a;1
UA-2016-06-08-000001-b;1
UA-2016-06-08-000003-a;1
UA-2016-06-08-000024-a;1
UA-2016-06-08-000031-b;1
UA-2016-06-08-000035-c;1
UA-2016-06-08-000045-a;2
UA-2016-06-08-000058-b;2
UA-2016-06-08-000061-c;1
UA-2016-06-08-000065-a;1
UA-2016-06-08-000076-b;1
UA-2016-06-08-000079-b;1
UA-2016-06-08-000100-b;1
UA-2016-06-08-000104-b;1
UA-2016-06-08-000113-c;1
UA-2016-06-08-000114-b;1
UA-2016-06-08-000118-b;1
UA-2016-06-08-000148-b;2
UA-2016-06-08-000148-c;1
UA-2016-06-08-000150-b;1
UA-2016-06-08-000151-a;2
UA-2016-06-08-000153-b;1
UA-2016-06-08-000157-b;1
UA-2016-06-08-000158-b;1
UA-2016-06-08-000160-a;1
UA-2016-06-08-000160-b;1
UA-2016-06-08-000163-b;1
UA-2016-06-08-000178-a;1
UA-2016-06-08-000182-b;1
UA-2016-06-08-000183-b;1
UA-2016-06-08-000184-b;1
UA-2016-06-08-000185-b;1
UA-2016-06-08-000186-b;1
UA-2016-06-08-000187-b;1
UA-2016-06-08-000205-c;1
UA-2016-06-08-000209-c;2
UA-2016-06-08-000212-c;2
UA-2016-06-08-000213-a;2
UA-2016-06-08-000213-c;2
UA-2016-06-08-000216-c;1
UA-2016-06-08-000221-c;1
UA-2016-06-08-000222-c;1
UA-2016-06-08-000248-c;1
UA-2016-06-08-000249-c;1
UA-2016-06-08-000260-a;1
UA-2016-06-08-000268-a;2
UA-2016-06-08-000306-a;1
UA-2016-06-08-000310-c;1
UA-2016-06-08-000332-c;1
UA-2016-06-08-000334-a;1
UA-2016-06-08-000335-c;1
UA-2016-06-08-000342-c;1
UA-2016-06-08-000351-a;1
UA-2016-06-08-000372-c;1
UA-2016-06-08-000375-c;1
UA-2016-06-08-000383-c;1
UA-2016-06-08-000408-c;1
UA-2016-06-08-000413-a;1
UA-2016-06-08-000417-c;1
UA-2016-06-08-000437-c;1
UA-2016-06-08-000438-a;1
UA-2016-06-08-000439-c;1
UA-2016-06-08-000450-a;1
UA-2016-06-08-000450-c;1
UA-2016-06-08-000451-a;1
UA-2016-06-08-000461-c;1
UA-2016-06-08-000475-c;1
UA-2016-06-08-000476-c;1
UA-2016-06-08-000482-c;1
UA-2016-06-08-000492-c;1
UA-2016-06-08-000496-c;2
UA-2016-06-08-000497-c;48
UA-2016-06-08-000500-c;14
UA-2016-06-08-000508-c;1
UA-2016-06-08-000509-c;1
UA-2016-06-08-000510-c;1
UA-2016-06-09-000006-a;2
UA-2016-06-09-000009-a;1
UA-2016-06-09-000009-c;1
UA-2016-06-09-000016-a;1
UA-2016-06-09-000039-b;1
UA-2016-06-09-000040-b;1
UA-2016-06-09-000041-a;1
UA-2016-06-09-000041-b;1
UA-2016-06-09-000046-b;1
UA-2016-06-09-000053-b;1
UA-2016-06-09-000055-b;1
UA-2016-06-09-000059-b;1
UA-2016-06-09-000061-b;1
UA-2016-06-09-000069-b;1
UA-2016-06-09-000078-c;1
UA-2016-06-09-000079-a;1
UA-2016-06-09-000079-c;2
UA-2016-06-09-000098-b;1
UA-2016-06-09-000101-a;1
UA-2016-06-09-000119-c;1
UA-2016-06-09-000120-a;1
UA-2016-06-09-000124-b;1
UA-2016-06-09-000134-b;1
UA-2016-06-09-000140-b;1
UA-2016-06-09-000145-b;1
UA-2016-06-09-000146-b;1
