Ідентифікатор тендера;Кіль-ть лотів
UA-2017-02-17-001266-c;1
UA-2017-02-17-001267-c;5
UA-2017-02-17-001287-c;1
UA-2017-02-17-001289-c;3
UA-2017-02-17-001299-c;1
UA-2017-02-17-001301-c;4
UA-2017-02-17-001302-c;2
UA-2017-02-17-001308-c;1
UA-2017-02-17-001312-c;1
UA-2017-02-17-001327-c;1
UA-2017-02-17-001344-c;1
UA-2017-02-17-001358-c;1
UA-2017-02-17-001372-c;1
UA-2017-02-17-001376-c;1
UA-2017-02-17-001377-c;2
UA-2017-02-17-001384-c;1
UA-2017-02-17-001387-c;1
UA-2017-02-17-001399-c;1
UA-2017-02-17-001401-c;1
UA-2017-02-17-001407-c;1
UA-2017-02-17-001409-c;1
UA-2017-02-17-001411-c;1
UA-2017-02-17-001422-c;1
UA-2017-02-17-001430-c;1
UA-2017-02-17-001433-c;2
UA-2017-02-17-001441-c;1
UA-2017-02-17-001445-c;1
UA-2017-02-17-001450-c;1
UA-2017-02-17-001456-c;1
UA-2017-02-17-001458-c;1
UA-2017-02-17-001461-c;1
UA-2017-02-17-001463-c;3
UA-2017-02-17-001481-c;1
UA-2017-02-17-001487-c;1
UA-2017-02-17-001498-c;1
UA-2017-02-17-001502-c;1
UA-2017-02-17-001510-c;6
UA-2017-02-17-001514-c;1
UA-2017-02-17-001523-c;1
UA-2017-02-17-001534-c;1
UA-2017-02-17-001537-c;1
UA-2017-02-17-001547-c;1
UA-2017-02-17-001558-c;1
UA-2017-02-17-001579-c;2
UA-2017-02-17-001583-c;1
UA-2017-02-17-001612-c;4
UA-2017-02-17-001617-c;3
UA-2017-02-17-001621-c;1
UA-2017-02-17-001622-c;1
UA-2017-02-17-001623-c;1
UA-2017-02-17-001631-c;1
UA-2017-02-17-001633-c;1
UA-2017-02-17-001634-c;1
UA-2017-02-17-001664-c;1
UA-2017-02-17-001670-c;5
UA-2017-02-17-001674-c;1
UA-2017-02-17-001678-c;2
UA-2017-02-17-001679-c;1
UA-2017-02-17-001686-c;1
UA-2017-02-17-001687-c;1
UA-2017-02-17-001692-c;1
UA-2017-02-17-001693-c;2
UA-2017-02-17-001694-c;1
UA-2017-02-17-001696-c;1
UA-2017-02-17-001699-c;1
UA-2017-02-17-001710-c;2
UA-2017-02-17-001730-c;8
UA-2017-02-17-001735-c;8
UA-2017-02-17-001745-c;2
UA-2017-02-17-001746-c;1
UA-2017-02-17-001757-c;1
UA-2017-02-17-001766-c;1
UA-2017-02-17-001779-c;1
UA-2017-02-17-001782-c;1
UA-2017-02-17-001783-c;1
UA-2017-02-17-001786-c;6
UA-2017-02-17-001791-c;1
UA-2017-02-17-001797-c;1
UA-2017-02-17-001800-c;7
UA-2017-02-17-001802-c;10
UA-2017-02-17-001811-c;1
UA-2017-02-17-001815-c;1
UA-2017-02-17-001827-c;1
UA-2017-02-17-001833-c;1
UA-2017-02-17-001848-c;1
UA-2017-02-17-001853-c;6
UA-2017-02-17-001854-c;4
UA-2017-02-17-001859-c;2
UA-2017-02-17-001860-c;1
UA-2017-02-17-001875-c;1
UA-2017-02-17-001888-c;2
UA-2017-02-17-001892-c;1
UA-2017-02-17-001895-c;1
UA-2017-02-17-001908-c;1
UA-2017-02-17-001914-c;2
UA-2017-02-17-001917-c;1
UA-2017-02-17-001921-c;4
UA-2017-02-17-001922-c;1
UA-2017-02-17-001925-c;2
UA-2017-02-17-001928-c;5
UA-2017-02-17-001935-c;1
UA-2017-02-17-001945-c;1
UA-2017-02-17-001951-c;2
UA-2017-02-17-001953-c;8
UA-2017-02-17-001963-c;2
UA-2017-02-17-001972-c;1
UA-2017-02-17-001973-c;1
UA-2017-02-17-001974-c;8
UA-2017-02-17-001976-c;1
UA-2017-02-17-001977-c;1
UA-2017-02-17-001980-c;1
UA-2017-02-17-001991-c;1
UA-2017-02-17-001997-c;1
UA-2017-02-17-002005-c;1
UA-2017-02-17-002006-c;1
UA-2017-02-17-002017-c;1
UA-2017-02-17-002021-c;1
UA-2017-02-17-002030-c;1
UA-2017-02-17-002033-c;1
UA-2017-02-17-002036-c;1
UA-2017-02-17-002040-c;1
UA-2017-02-17-002043-c;1
UA-2017-02-17-002054-c;1
UA-2017-02-17-002055-c;1
UA-2017-02-17-002057-c;1
UA-2017-02-17-002059-c;2
UA-2017-02-17-002068-c;1
UA-2017-02-17-002082-c;1
UA-2017-02-17-002087-c;1
UA-2017-02-17-002089-c;1
UA-2017-02-17-002101-c;1
UA-2017-02-17-002113-c;1
UA-2017-02-17-002121-c;1
UA-2017-02-17-002134-c;1
UA-2017-02-17-002139-c;1
UA-2017-02-17-002150-c;3
UA-2017-02-17-002155-c;1
UA-2017-02-17-002157-c;1
UA-2017-02-17-002165-c;1
UA-2017-02-17-002167-c;1
UA-2017-02-17-002168-c;8
UA-2017-02-17-002169-c;1
UA-2017-02-17-002170-c;1
UA-2017-02-17-002188-c;3
UA-2017-02-17-002191-c;1
UA-2017-02-17-002198-c;2
UA-2017-02-17-002201-c;1
UA-2017-02-17-002202-c;2
UA-2017-02-17-002206-c;1
UA-2017-02-17-002218-c;1
UA-2017-02-17-002232-c;1
UA-2017-02-17-002245-c;1
UA-2017-02-17-002256-c;1
UA-2017-02-17-002261-c;1
UA-2017-02-17-002262-c;1
UA-2017-02-17-002271-c;2
UA-2017-02-17-002274-c;1
UA-2017-02-17-002280-c;2
UA-2017-02-17-002292-c;1
UA-2017-02-17-002300-c;6
UA-2017-02-17-002305-c;1
UA-2017-02-17-002306-c;3
UA-2017-02-17-002309-c;1
UA-2017-02-17-002317-c;1
UA-2017-02-17-002318-c;1
UA-2017-02-17-002322-c;1
UA-2017-02-17-002335-c;1
UA-2017-02-17-002337-c;2
UA-2017-02-17-002339-c;1
UA-2017-02-17-002341-c;1
UA-2017-02-17-002342-c;1
UA-2017-02-17-002348-c;1
UA-2017-02-17-002356-c;3
UA-2017-02-17-002360-c;1
UA-2017-02-17-002361-c;2
UA-2017-02-17-002362-c;8
UA-2017-02-17-002367-c;1
UA-2017-02-17-002380-c;1
UA-2017-02-17-002393-c;6
UA-2017-02-17-002394-c;2
UA-2017-02-17-002397-c;1
UA-2017-02-17-002399-c;10
UA-2017-02-17-002404-c;16
UA-2017-02-17-002406-c;1
UA-2017-02-17-002412-c;1
UA-2017-02-17-002413-c;1
UA-2017-02-17-002416-c;1
UA-2017-02-17-002417-c;1
UA-2017-02-17-002423-c;1
UA-2017-02-17-002425-c;9
UA-2017-02-17-002436-c;1
UA-2017-02-17-002437-c;1
UA-2017-02-17-002439-c;1
UA-2017-02-17-002442-c;1
UA-2017-02-17-002445-c;1
UA-2017-02-17-002448-c;5
UA-2017-02-17-002454-c;1
UA-2017-02-17-002458-c;1
UA-2017-02-17-002462-c;1
UA-2017-02-17-002473-c;1
UA-2017-02-17-002491-c;2
UA-2017-02-17-002493-c;2
UA-2017-02-17-002505-c;1
UA-2017-02-17-002506-c;1
UA-2017-02-17-002512-c;1
UA-2017-02-17-002513-c;1
UA-2017-02-17-002514-c;1
UA-2017-02-17-002515-c;1
UA-2017-02-17-002516-c;1
UA-2017-02-17-002528-c;8
UA-2017-02-17-002540-c;1
UA-2017-02-17-002573-c;1
UA-2017-02-17-002575-c;1
UA-2017-02-17-002578-c;1
UA-2017-02-17-002582-c;1
UA-2017-02-17-002584-c;2
UA-2017-02-17-002590-c;1
UA-2017-02-18-000001-a;1
UA-2017-02-18-000002-c;1
UA-2017-02-18-000006-a;1
UA-2017-02-18-000009-a;9
UA-2017-02-18-000010-a;7
UA-2017-02-18-000010-b;1
UA-2017-02-18-000014-a;1
UA-2017-02-18-000019-b;1
UA-2017-02-18-000026-a;1
UA-2017-02-18-000030-b;1
UA-2017-02-18-000032-b;1
UA-2017-02-18-000037-c;2
UA-2017-02-18-000044-c;1
UA-2017-02-18-000046-c;1
UA-2017-02-18-000068-c;1
UA-2017-02-18-000079-c;1
UA-2017-02-18-000092-c;12
UA-2017-02-18-000102-c;1
UA-2017-02-18-000111-c;1
UA-2017-02-19-000002-c;1
UA-2017-02-19-000009-b;1
UA-2017-02-19-000009-c;1
UA-2017-02-19-000011-a;1
UA-2017-02-19-000015-a;1
UA-2017-02-19-000016-a;1
UA-2017-02-19-000017-a;1
UA-2017-02-19-000022-b;1
UA-2017-02-19-000024-b;1
UA-2017-02-19-000048-c;10
UA-2017-02-19-000049-c;1
UA-2017-02-19-000057-c;10
UA-2017-02-19-000064-c;1
UA-2017-02-19-000070-c;10
UA-2017-02-19-000071-c;1
UA-2017-02-19-000074-c;1
UA-2017-02-19-000076-c;10
UA-2017-02-19-000077-c;1
UA-2017-02-19-000101-c;1
UA-2017-02-19-000103-c;1
UA-2017-02-19-000107-c;2
UA-2017-02-20-000001-b;1
UA-2017-02-20-000004-b;1
UA-2017-02-20-000007-c;1
UA-2017-02-20-000008-c;1
UA-2017-02-20-000009-c;1
UA-2017-02-20-000011-b;11
UA-2017-02-20-000012-a;1
UA-2017-02-20-000014-c;1
UA-2017-02-20-000017-b;1
UA-2017-02-20-000019-b;4
UA-2017-02-20-000022-a;1
UA-2017-02-20-000022-c;1
UA-2017-02-20-000024-a;1
UA-2017-02-20-000024-b;1
UA-2017-02-20-000025-a;1
UA-2017-02-20-000026-a;1
UA-2017-02-20-000026-c;1
UA-2017-02-20-000027-a;1
UA-2017-02-20-000027-b;1
UA-2017-02-20-000033-a;1
UA-2017-02-20-000033-b;1
UA-2017-02-20-000034-a;1
UA-2017-02-20-000037-b;1
UA-2017-02-20-000038-a;6
UA-2017-02-20-000046-b;1
UA-2017-02-20-000051-a;1
UA-2017-02-20-000060-a;1
UA-2017-02-20-000066-a;1
UA-2017-02-20-000067-b;1
UA-2017-02-20-000072-c;1
UA-2017-02-20-000074-a;1
UA-2017-02-20-000075-b;1
UA-2017-02-20-000077-c;1
UA-2017-02-20-000080-a;1
UA-2017-02-20-000081-b;1
UA-2017-02-20-000082-b;1
UA-2017-02-20-000085-a;1
UA-2017-02-20-000085-b;2
UA-2017-02-20-000088-a;1
UA-2017-02-20-000090-c;1
UA-2017-02-20-000093-a;1
UA-2017-02-20-000093-b;1
UA-2017-02-20-000099-a;1
UA-2017-02-20-000100-a;1
UA-2017-02-20-000101-b;1
UA-2017-02-20-000101-c;1
UA-2017-02-20-000105-a;1
UA-2017-02-20-000109-a;1
UA-2017-02-20-000111-a;1
UA-2017-02-20-000112-a;1
UA-2017-02-20-000114-b;1
UA-2017-02-20-000115-b;1
UA-2017-02-20-000118-b;1
UA-2017-02-20-000118-c;1
UA-2017-02-20-000121-c;1
UA-2017-02-20-000123-a;1
UA-2017-02-20-000124-b;1
UA-2017-02-20-000124-c;1
UA-2017-02-20-000130-a;1
UA-2017-02-20-000130-b;1
UA-2017-02-20-000134-c;1
UA-2017-02-20-000135-c;2
UA-2017-02-20-000137-a;1
UA-2017-02-20-000145-a;1
UA-2017-02-20-000147-b;1
UA-2017-02-20-000149-b;1
UA-2017-02-20-000150-b;1
UA-2017-02-20-000153-b;1
UA-2017-02-20-000154-a;1
UA-2017-02-20-000158-c;1
UA-2017-02-20-000159-a;1
UA-2017-02-20-000160-b;1
UA-2017-02-20-000164-c;1
UA-2017-02-20-000167-b;1
UA-2017-02-20-000173-b;4
UA-2017-02-20-000174-c;1
UA-2017-02-20-000176-b;1
UA-2017-02-20-000181-c;1
UA-2017-02-20-000183-a;1
UA-2017-02-20-000184-b;1
UA-2017-02-20-000185-c;1
UA-2017-02-20-000187-b;1
UA-2017-02-20-000189-b;1
UA-2017-02-20-000190-a;1
UA-2017-02-20-000192-a;2
UA-2017-02-20-000193-c;2
UA-2017-02-20-000200-a;1
UA-2017-02-20-000203-c;3
UA-2017-02-20-000204-b;1
UA-2017-02-20-000204-c;2
UA-2017-02-20-000206-b;1
UA-2017-02-20-000207-b;3
UA-2017-02-20-000209-b;1
UA-2017-02-20-000215-b;1
UA-2017-02-20-000217-a;1
UA-2017-02-20-000218-a;1
UA-2017-02-20-000219-a;3
UA-2017-02-20-000220-a;1
UA-2017-02-20-000221-b;1
UA-2017-02-20-000221-c;4
UA-2017-02-20-000224-b;1
UA-2017-02-20-000225-b;1
UA-2017-02-20-000225-c;1
UA-2017-02-20-000226-a;1
UA-2017-02-20-000226-c;1
UA-2017-02-20-000231-b;1
UA-2017-02-20-000238-a;1
UA-2017-02-20-000242-a;1
UA-2017-02-20-000242-c;1
UA-2017-02-20-000244-c;1
UA-2017-02-20-000245-b;1
UA-2017-02-20-000245-c;1
UA-2017-02-20-000246-a;1
UA-2017-02-20-000246-c;3
UA-2017-02-20-000247-a;1
UA-2017-02-20-000251-b;1
UA-2017-02-20-000256-a;1
UA-2017-02-20-000259-b;1
UA-2017-02-20-000263-a;1
UA-2017-02-20-000268-b;1
UA-2017-02-20-000272-b;1
UA-2017-02-20-000282-b;1
UA-2017-02-20-000284-b;1
UA-2017-02-20-000287-a;1
UA-2017-02-20-000293-b;1
UA-2017-02-20-000293-c;1
UA-2017-02-20-000296-c;1
UA-2017-02-20-000299-a;1
UA-2017-02-20-000303-b;1
UA-2017-02-20-000306-a;2
UA-2017-02-20-000307-b;1
UA-2017-02-20-000308-b;4
UA-2017-02-20-000309-a;1
UA-2017-02-20-000311-b;1
UA-2017-02-20-000315-a;1
UA-2017-02-20-000315-b;1
UA-2017-02-20-000320-a;1
UA-2017-02-20-000325-b;1
UA-2017-02-20-000326-b;1
UA-2017-02-20-000333-a;1
UA-2017-02-20-000334-c;1
UA-2017-02-20-000335-a;1
UA-2017-02-20-000337-b;1
UA-2017-02-20-000338-a;1
UA-2017-02-20-000339-b;1
UA-2017-02-20-000343-a;1
UA-2017-02-20-000345-b;1
UA-2017-02-20-000350-c;4
UA-2017-02-20-000353-c;1
UA-2017-02-20-000355-b;1
UA-2017-02-20-000359-a;2
UA-2017-02-20-000362-c;1
UA-2017-02-20-000367-a;1
UA-2017-02-20-000371-a;1
UA-2017-02-20-000372-a;1
UA-2017-02-20-000375-a;1
UA-2017-02-20-000375-b;1
UA-2017-02-20-000378-b;1
UA-2017-02-20-000379-a;1
UA-2017-02-20-000380-c;1
UA-2017-02-20-000381-b;1
UA-2017-02-20-000382-b;1
UA-2017-02-20-000383-c;1
UA-2017-02-20-000387-c;1
UA-2017-02-20-000388-b;1
UA-2017-02-20-000389-c;1
UA-2017-02-20-000391-b;1
UA-2017-02-20-000393-b;1
UA-2017-02-20-000393-c;2
UA-2017-02-20-000398-b;1
UA-2017-02-20-000399-c;2
UA-2017-02-20-000404-a;2
UA-2017-02-20-000404-b;1
UA-2017-02-20-000404-c;1
UA-2017-02-20-000407-c;1
UA-2017-02-20-000411-a;1
UA-2017-02-20-000416-b;1
UA-2017-02-20-000418-a;1
UA-2017-02-20-000419-a;1
UA-2017-02-20-000428-c;1
UA-2017-02-20-000429-b;6
UA-2017-02-20-000430-b;1
UA-2017-02-20-000430-c;1
UA-2017-02-20-000432-c;1
UA-2017-02-20-000437-a;2
UA-2017-02-20-000437-b;1
UA-2017-02-20-000438-b;1
UA-2017-02-20-000439-b;1
UA-2017-02-20-000443-b;1
UA-2017-02-20-000444-b;1
UA-2017-02-20-000446-a;1
UA-2017-02-20-000447-a;1
UA-2017-02-20-000448-c;1
UA-2017-02-20-000452-a;1
UA-2017-02-20-000453-c;1
UA-2017-02-20-000454-b;1
UA-2017-02-20-000457-c;1
UA-2017-02-20-000459-c;1
UA-2017-02-20-000462-a;1
UA-2017-02-20-000466-a;1
UA-2017-02-20-000466-b;3
UA-2017-02-20-000466-c;1
UA-2017-02-20-000470-c;1
UA-2017-02-20-000474-b;1
UA-2017-02-20-000476-c;1
UA-2017-02-20-000479-c;1
UA-2017-02-20-000481-c;1
UA-2017-02-20-000485-b;1
UA-2017-02-20-000488-b;1
UA-2017-02-20-000492-a;1
UA-2017-02-20-000494-a;1
UA-2017-02-20-000494-c;1
UA-2017-02-20-000495-a;3
UA-2017-02-20-000496-b;1
UA-2017-02-20-000498-a;5
UA-2017-02-20-000499-b;1
UA-2017-02-20-000500-b;1
UA-2017-02-20-000503-a;6
UA-2017-02-20-000505-b;1
UA-2017-02-20-000515-a;4
UA-2017-02-20-000517-c;1
UA-2017-02-20-000520-a;1
UA-2017-02-20-000522-a;2
UA-2017-02-20-000522-b;1
UA-2017-02-20-000527-a;1
UA-2017-02-20-000531-a;1
UA-2017-02-20-000536-b;1
UA-2017-02-20-000536-c;1
UA-2017-02-20-000538-a;1
UA-2017-02-20-000546-a;1
UA-2017-02-20-000547-a;2
UA-2017-02-20-000548-b;1
UA-2017-02-20-000549-a;1
UA-2017-02-20-000552-c;2
UA-2017-02-20-000553-b;2
UA-2017-02-20-000556-c;1
UA-2017-02-20-000557-a;1
UA-2017-02-20-000557-b;1
UA-2017-02-20-000558-b;1
UA-2017-02-20-000558-c;1
UA-2017-02-20-000559-a;1
UA-2017-02-20-000559-c;1
UA-2017-02-20-000568-a;1
UA-2017-02-20-000571-a;3
UA-2017-02-20-000573-c;2
UA-2017-02-20-000574-a;1
UA-2017-02-20-000574-b;1
UA-2017-02-20-000574-c;1
UA-2017-02-20-000575-a;1
UA-2017-02-20-000578-a;1
UA-2017-02-20-000582-a;1
UA-2017-02-20-000586-c;4
UA-2017-02-20-000587-a;2
UA-2017-02-20-000588-c;1
UA-2017-02-20-000589-a;1
UA-2017-02-20-000589-b;2
UA-2017-02-20-000590-a;1
UA-2017-02-20-000590-c;1
UA-2017-02-20-000593-c;1
UA-2017-02-20-000594-a;1
UA-2017-02-20-000598-b;1
UA-2017-02-20-000598-c;1
UA-2017-02-20-000603-c;1
UA-2017-02-20-000608-c;1
UA-2017-02-20-000610-b;1
UA-2017-02-20-000613-a;1
UA-2017-02-20-000614-a;2
UA-2017-02-20-000615-c;1
UA-2017-02-20-000617-a;1
UA-2017-02-20-000618-a;5
UA-2017-02-20-000619-a;3
UA-2017-02-20-000620-c;1
UA-2017-02-20-000629-b;1
UA-2017-02-20-000630-c;1
UA-2017-02-20-000631-a;5
UA-2017-02-20-000631-b;1
UA-2017-02-20-000632-b;1
UA-2017-02-20-000633-a;1
UA-2017-02-20-000635-a;1
UA-2017-02-20-000636-b;1
UA-2017-02-20-000637-b;1
UA-2017-02-20-000639-b;1
UA-2017-02-20-000646-a;1
UA-2017-02-20-000650-a;2
UA-2017-02-20-000652-b;1
UA-2017-02-20-000653-b;1
UA-2017-02-20-000654-b;1
UA-2017-02-20-000657-a;1
UA-2017-02-20-000658-a;4
UA-2017-02-20-000660-a;1
UA-2017-02-20-000660-b;1
UA-2017-02-20-000663-b;1
UA-2017-02-20-000665-b;1
UA-2017-02-20-000666-a;1
UA-2017-02-20-000667-b;1
UA-2017-02-20-000667-c;1
UA-2017-02-20-000668-b;2
UA-2017-02-20-000670-b;1
UA-2017-02-20-000671-a;1
UA-2017-02-20-000673-b;1
UA-2017-02-20-000676-a;1
UA-2017-02-20-000676-b;1
UA-2017-02-20-000677-b;1
UA-2017-02-20-000679-a;1
UA-2017-02-20-000680-c;1
UA-2017-02-20-000681-a;1
UA-2017-02-20-000681-b;1
UA-2017-02-20-000681-c;1
UA-2017-02-20-000683-a;1
UA-2017-02-20-000683-b;1
UA-2017-02-20-000687-c;5
UA-2017-02-20-000689-b;1
UA-2017-02-20-000691-c;1
UA-2017-02-20-000693-c;1
UA-2017-02-20-000694-b;1
UA-2017-02-20-000696-a;1
UA-2017-02-20-000698-b;14
UA-2017-02-20-000699-b;1
UA-2017-02-20-000700-a;1
UA-2017-02-20-000702-b;1
UA-2017-02-20-000702-c;1
UA-2017-02-20-000703-a;1
UA-2017-02-20-000703-c;1
UA-2017-02-20-000705-a;1
UA-2017-02-20-000706-b;1
UA-2017-02-20-000707-a;1
UA-2017-02-20-000708-a;1
UA-2017-02-20-000709-b;1
UA-2017-02-20-000712-b;1
UA-2017-02-20-000713-a;1
UA-2017-02-20-000715-c;3
UA-2017-02-20-000716-a;1
UA-2017-02-20-000716-c;1
UA-2017-02-20-000721-a;1
UA-2017-02-20-000722-a;1
UA-2017-02-20-000723-a;1
UA-2017-02-20-000723-c;1
UA-2017-02-20-000724-a;1
UA-2017-02-20-000725-a;1
UA-2017-02-20-000734-c;1
UA-2017-02-20-000737-a;1
UA-2017-02-20-000737-c;1
UA-2017-02-20-000742-a;1
UA-2017-02-20-000742-c;1
UA-2017-02-20-000750-c;1
UA-2017-02-20-000755-c;1
UA-2017-02-20-000763-c;4
UA-2017-02-20-000767-c;1
UA-2017-02-20-000769-c;5
UA-2017-02-20-000777-c;1
UA-2017-02-20-000778-c;1
UA-2017-02-20-000786-c;1
UA-2017-02-20-000806-c;1
UA-2017-02-20-000815-c;1
UA-2017-02-20-000820-c;4
UA-2017-02-20-000822-c;1
UA-2017-02-20-000829-c;1
UA-2017-02-20-000830-c;1
UA-2017-02-20-000831-c;1
UA-2017-02-20-000838-c;1
UA-2017-02-20-000839-c;1
UA-2017-02-20-000845-c;1
UA-2017-02-20-000854-c;1
UA-2017-02-20-000865-c;1
UA-2017-02-20-000880-c;1
UA-2017-02-20-000884-c;1
UA-2017-02-20-000889-c;3
UA-2017-02-20-000905-c;5
UA-2017-02-20-000922-c;1
UA-2017-02-20-000958-c;1
UA-2017-02-20-000964-c;1
UA-2017-02-20-000966-c;1
UA-2017-02-20-000969-c;2
UA-2017-02-20-001003-c;1
UA-2017-02-20-001011-c;1
UA-2017-02-20-001015-c;3
UA-2017-02-20-001019-c;1
UA-2017-02-20-001021-c;1
UA-2017-02-20-001024-c;3
UA-2017-02-20-001027-c;1
UA-2017-02-20-001028-c;5
UA-2017-02-20-001039-c;1
UA-2017-02-20-001042-c;1
UA-2017-02-20-001043-c;1
UA-2017-02-20-001045-c;1
UA-2017-02-20-001047-c;1
UA-2017-02-20-001070-c;1
UA-2017-02-20-001073-c;1
UA-2017-02-20-001080-c;1
UA-2017-02-20-001082-c;1
UA-2017-02-20-001083-c;1
UA-2017-02-20-001087-c;1
UA-2017-02-20-001090-c;1
UA-2017-02-20-001103-c;1
UA-2017-02-20-001106-c;1
UA-2017-02-20-001112-c;1
UA-2017-02-20-001113-c;1
UA-2017-02-20-001118-c;1
UA-2017-02-20-001122-c;1
UA-2017-02-20-001126-c;1
UA-2017-02-20-001141-c;1
UA-2017-02-20-001150-c;1
UA-2017-02-20-001151-c;1
UA-2017-02-20-001152-c;1
UA-2017-02-20-001153-c;1
UA-2017-02-20-001157-c;1
UA-2017-02-20-001170-c;1
UA-2017-02-20-001175-c;1
UA-2017-02-20-001185-c;1
UA-2017-02-20-001189-c;2
UA-2017-02-20-001192-c;2
UA-2017-02-20-001196-c;1
UA-2017-02-20-001228-c;2
UA-2017-02-20-001230-c;1
UA-2017-02-20-001233-c;1
UA-2017-02-20-001235-c;27
UA-2017-02-20-001251-c;1
UA-2017-02-20-001254-c;1
UA-2017-02-20-001256-c;1
UA-2017-02-20-001260-c;1
UA-2017-02-20-001272-c;1
UA-2017-02-20-001274-c;1
UA-2017-02-20-001277-c;1
UA-2017-02-20-001289-c;1
UA-2017-02-20-001306-c;1
UA-2017-02-20-001312-c;1
UA-2017-02-20-001320-c;1
UA-2017-02-20-001329-c;1
UA-2017-02-20-001333-c;2
UA-2017-02-20-001340-c;1
UA-2017-02-20-001379-c;1
UA-2017-02-20-001381-c;1
UA-2017-02-20-001384-c;7
UA-2017-02-20-001385-c;1
UA-2017-02-20-001389-c;1
UA-2017-02-20-001392-c;1
UA-2017-02-20-001400-c;1
UA-2017-02-20-001410-c;2
UA-2017-02-20-001412-c;3
UA-2017-02-20-001419-c;1
UA-2017-02-20-001421-c;1
UA-2017-02-20-001424-c;1
UA-2017-02-20-001425-c;1
UA-2017-02-20-001432-c;1
UA-2017-02-20-001434-c;1
UA-2017-02-20-001444-c;1
UA-2017-02-20-001468-c;5
UA-2017-02-20-001471-c;1
UA-2017-02-20-001488-c;1
UA-2017-02-20-001495-c;2
UA-2017-02-20-001508-c;1
UA-2017-02-20-001523-c;1
UA-2017-02-20-001525-c;2
UA-2017-02-20-001532-c;1
UA-2017-02-20-001535-c;1
UA-2017-02-20-001544-c;2
UA-2017-02-20-001555-c;9
UA-2017-02-20-001563-c;2
UA-2017-02-20-001566-c;1
UA-2017-02-20-001570-c;1
UA-2017-02-20-001572-c;2
UA-2017-02-20-001581-c;7
UA-2017-02-20-001586-c;2
UA-2017-02-20-001595-c;1
UA-2017-02-20-001615-c;1
UA-2017-02-20-001637-c;1
UA-2017-02-20-001638-c;1
UA-2017-02-20-001641-c;1
UA-2017-02-20-001643-c;1
UA-2017-02-20-001650-c;1
UA-2017-02-20-001652-c;1
UA-2017-02-20-001655-c;1
UA-2017-02-20-001657-c;2
UA-2017-02-20-001664-c;1
UA-2017-02-20-001667-c;1
UA-2017-02-20-001670-c;1
UA-2017-02-20-001689-c;1
UA-2017-02-20-001691-c;1
UA-2017-02-20-001694-c;1
UA-2017-02-20-001712-c;1
UA-2017-02-20-001728-c;1
UA-2017-02-20-001730-c;2
UA-2017-02-20-001732-c;1
UA-2017-02-20-001746-c;1
UA-2017-02-20-001757-c;1
UA-2017-02-20-001759-c;1
UA-2017-02-20-001760-c;1
UA-2017-02-20-001761-c;1
UA-2017-02-20-001771-c;1
UA-2017-02-20-001779-c;1
UA-2017-02-20-001788-c;1
UA-2017-02-20-001815-c;1
UA-2017-02-20-001818-c;4
UA-2017-02-20-001825-c;1
UA-2017-02-20-001826-c;1
UA-2017-02-20-001831-c;1
UA-2017-02-20-001851-c;1
UA-2017-02-20-001858-c;1
UA-2017-02-20-001879-c;4
UA-2017-02-20-001887-c;1
UA-2017-02-20-001896-c;1
UA-2017-02-20-001897-c;1
UA-2017-02-20-001907-c;1
UA-2017-02-20-001910-c;1
UA-2017-02-20-001914-c;1
UA-2017-02-20-001917-c;1
UA-2017-02-20-001924-c;1
UA-2017-02-20-001954-c;1
UA-2017-02-20-001957-c;1
UA-2017-02-20-001980-c;1
UA-2017-02-20-001981-c;2
UA-2017-02-20-001985-c;1
UA-2017-02-20-001990-c;5
UA-2017-02-20-002012-c;2
UA-2017-02-20-002015-c;1
UA-2017-02-20-002020-c;1
UA-2017-02-20-002024-c;1
UA-2017-02-20-002025-c;1
UA-2017-02-20-002027-c;1
UA-2017-02-20-002032-c;1
UA-2017-02-20-002033-c;1
UA-2017-02-20-002039-c;4
UA-2017-02-20-002043-c;1
UA-2017-02-20-002046-c;1
UA-2017-02-20-002050-c;1
UA-2017-02-20-002055-c;1
UA-2017-02-20-002067-c;1
UA-2017-02-20-002068-c;6
UA-2017-02-20-002070-c;1
UA-2017-02-20-002072-c;1
UA-2017-02-20-002084-c;1
UA-2017-02-20-002085-c;1
UA-2017-02-20-002088-c;1
UA-2017-02-20-002089-c;1
UA-2017-02-20-002092-c;1
UA-2017-02-20-002120-c;1
UA-2017-02-20-002124-c;2
UA-2017-02-20-002126-c;1
UA-2017-02-20-002133-c;1
UA-2017-02-20-002136-c;1
UA-2017-02-20-002145-c;1
UA-2017-02-20-002150-c;1
UA-2017-02-20-002153-c;1
UA-2017-02-20-002156-c;1
UA-2017-02-20-002173-c;1
UA-2017-02-20-002178-c;1
UA-2017-02-20-002181-c;1
UA-2017-02-20-002184-c;1
UA-2017-02-20-002189-c;1
UA-2017-02-20-002195-c;3
UA-2017-02-20-002211-c;1
UA-2017-02-20-002212-c;2
UA-2017-02-20-002213-c;1
UA-2017-02-20-002218-c;1
UA-2017-02-20-002221-c;1
UA-2017-02-20-002229-c;1
UA-2017-02-20-002231-c;2
UA-2017-02-20-002232-c;1
UA-2017-02-20-002241-c;1
UA-2017-02-20-002245-c;1
UA-2017-02-20-002247-c;1
UA-2017-02-20-002253-c;1
UA-2017-02-20-002256-c;1
UA-2017-02-20-002261-c;1
UA-2017-02-20-002264-c;1
